tienda_id,centro_distribucion,ciudad,producto_id,producto,categoria,stock_actual,ventas_promedio_mensual,stock_minimo,precio_costo,precio_venta
T20,CD-Trujillo,Chiclayo,P012,Lavaplatos Frigidaire,Línea Blanca,4,11.5,2,1045.34,1451.86
T20,CD-Trujillo,Chiclayo,P013,Smart TV LG 55,TV y Audio,22,16.83,3,1672.78,2323.3
T20,CD-Trujillo,Chiclayo,P014,Smart TV Samsung 65,TV y Audio,25,12.75,3,2188.5,3039.59
T20,CD-Trujillo,Chiclayo,P015,Smart TV Sony 75,TV y Audio,2,10.33,2,1558.08,2164.0
T20,CD-Trujillo,Chiclayo,P016,Smart TV TCL 50,TV y Audio,18,9.92,2,1950.9,2709.58
T20,CD-Trujillo,Chiclayo,P017,TV OLED LG 65,TV y Audio,1,6.08,1,2946.51,4092.37
T20,CD-Trujillo,Chiclayo,P018,Soundbar Samsung 5.1,TV y Audio,18,10.5,2,2536.65,3523.12
T20,CD-Trujillo,Chiclayo,P019,Soundbar JBL 2.1,TV y Audio,5,11.5,2,2235.96,3105.5
T20,CD-Trujillo,Chiclayo,P020,Home theater Sony,TV y Audio,14,10.58,2,922.78,1281.64
T20,CD-Trujillo,Chiclayo,P021,Parlante Bluetooth JBL,TV y Audio,2,9.92,2,2553.01,3545.85
T20,CD-Trujillo,Chiclayo,P022,Audífonos Sony WH-1000,TV y Audio,12,9.92,2,1727.78,2399.69
T20,CD-Trujillo,Chiclayo,P023,Barra Bose 900,TV y Audio,4,12.17,2,1867.19,2593.32
T20,CD-Trujillo,Chiclayo,P024,Receptor AV Yamaha,TV y Audio,24,12.33,2,1811.48,2515.95
T20,CD-Trujillo,Chiclayo,P025,Licuadora Oster 700W,Pequeños Electrodomésticos,23,27.42,5,403.41,560.29
T20,CD-Trujillo,Chiclayo,P026,Licuadora Philips 1000W,Pequeños Electrodomésticos,10,39.67,8,351.89,488.73
T20,CD-Trujillo,Chiclayo,P027,Microondas LG 32L,Pequeños Electrodomésticos,10,32.08,6,126.35,175.49
T20,CD-Trujillo,Chiclayo,P028,Microondas Panasonic 25L,Pequeños Electrodomésticos,20,32.5,6,356.55,495.21
T20,CD-Trujillo,Chiclayo,P029,Hervidor eléctrico Bosch,Pequeños Electrodomésticos,85,42.0,8,500.49,695.12
T20,CD-Trujillo,Chiclayo,P030,Cafetera DeLonghi,Pequeños Electrodomésticos,54,29.0,6,411.94,572.14
T20,CD-Trujillo,Chiclayo,P031,Freidora de aire Philips,Pequeños Electrodomésticos,75,31.17,6,347.51,482.65
T20,CD-Trujillo,Chiclayo,P032,Aspiradora Dyson V11,Pequeños Electrodomésticos,73,45.67,9,598.85,831.74
T20,CD-Trujillo,Chiclayo,P033,Plancha a vapor Rowenta,Pequeños Electrodomésticos,105,42.42,8,210.3,292.09
T20,CD-Trujillo,Chiclayo,P034,Batidora KitchenAid,Pequeños Electrodomésticos,14,52.58,11,305.55,424.37
T20,CD-Trujillo,Chiclayo,P035,Tostadora Oster,Pequeños Electrodomésticos,17,36.42,7,604.45,839.51
T20,CD-Trujillo,Chiclayo,P036,Purificador de agua,Pequeños Electrodomésticos,72,51.08,10,340.52,472.94
T20,CD-Trujillo,Chiclayo,P037,Laptop HP 15,Cómputo,20,11.58,2,2094.74,2909.36
T20,CD-Trujillo,Chiclayo,P038,Laptop Lenovo ThinkPad,Cómputo,8,9.67,2,924.29,1283.74
T20,CD-Trujillo,Chiclayo,P039,Laptop Asus VivoBook,Cómputo,12,12.0,2,1397.47,1940.93
T20,CD-Trujillo,Chiclayo,P040,Laptop Dell Inspiron,Cómputo,2,13.67,3,1170.5,1625.7
T20,CD-Trujillo,Chiclayo,P041,Monitor LG 27,Cómputo,17,12.92,3,980.16,1361.33
T20,CD-Trujillo,Chiclayo,P042,Monitor Samsung 24,Cómputo,23,13.08,3,2538.28,3525.39
T20,CD-Trujillo,Chiclayo,P043,Monitor BenQ 32,Cómputo,20,12.5,2,2971.09,4126.52
T20,CD-Trujillo,Chiclayo,P044,Impresora Epson EcoTank,Cómputo,1,11.33,2,1107.72,1538.5
T20,CD-Trujillo,Chiclayo,P045,Impresora HP LaserJet,Cómputo,12,13.58,3,2342.61,3253.62
T20,CD-Trujillo,Chiclayo,P046,All-in-one Dell,Cómputo,11,11.58,2,1980.81,2751.13
T20,CD-Trujillo,Chiclayo,P047,Mini PC Intel NUC,Cómputo,4,10.25,2,2009.5,2790.97
T20,CD-Trujillo,Chiclayo,P048,Teclado mecánico Logitech,Cómputo,26,10.92,2,1407.93,1955.46
T20,CD-Trujillo,Chiclayo,P049,Smartphone iPhone 15,Celulares y Tablets,23,15.33,3,3238.6,4498.05
T20,CD-Trujillo,Chiclayo,P050,Smartphone Samsung S24,Celulares y Tablets,37,15.25,3,2417.29,3357.35
T20,CD-Trujillo,Chiclayo,P051,Smartphone Xiaomi Redmi,Celulares y Tablets,22,9.58,2,1879.13,2609.9
T20,CD-Trujillo,Chiclayo,P052,Tablet iPad 10,Celulares y Tablets,7,12.58,3,1919.08,2665.39
T20,CD-Trujillo,Chiclayo,P053,Tablet Samsung Galaxy Tab,Celulares y Tablets,20,10.58,2,3376.54,4689.64
T20,CD-Trujillo,Chiclayo,P054,Smartwatch Apple Watch,Celulares y Tablets,12,12.25,2,3559.53,4943.79
T20,CD-Trujillo,Chiclayo,P055,Smartwatch Samsung Galaxy,Celulares y Tablets,16,14.75,3,2160.56,3000.78
T20,CD-Trujillo,Chiclayo,P056,Auriculares AirPods,Celulares y Tablets,13,14.0,3,2205.43,3063.1
T20,CD-Trujillo,Chiclayo,P057,Cargador inalámbrico,Celulares y Tablets,29,15.92,3,2553.78,3546.92
T20,CD-Trujillo,Chiclayo,P058,Funda protectora,Celulares y Tablets,7,9.33,2,1406.56,1953.56
T20,CD-Trujillo,Chiclayo,P059,Power bank Anker,Celulares y Tablets,25,11.58,2,2965.77,4119.13
T20,CD-Trujillo,Chiclayo,P060,Smartphone Motorola G84,Celulares y Tablets,24,14.17,3,2022.02,2808.36
T20,CD-Trujillo,Chiclayo,P061,Aire acondicionado LG 12000BTU,Climatización,50,23.58,5,852.36,1183.84
T20,CD-Trujillo,Chiclayo,P062,AC Samsung Inverter,Climatización,17,17.92,4,1421.77,1974.68
T20,CD-Trujillo,Chiclayo,P063,AC Midea 9000BTU,Climatización,2,18.42,4,788.03,1094.48
T20,CD-Trujillo,Chiclayo,P064,Ventilador de pie,Climatización,14,21.08,4,593.3,824.03
T20,CD-Trujillo,Chiclayo,P065,Ventilador de techo,Climatización,31,15.33,3,557.73,774.62
T20,CD-Trujillo,Chiclayo,P066,Calefactor eléctrico,Climatización,18,18.42,4,226.48,314.56
T20,CD-Trujillo,Chiclayo,P067,Humidificador,Climatización,31,24.67,5,1100.52,1528.5
T20,CD-Trujillo,Chiclayo,P068,Deshumidificador,Climatización,22,17.08,3,1018.57,1414.68
T20,CD-Trujillo,Chiclayo,P069,Purificador de aire Xiaomi,Climatización,18,17.0,3,823.35,1143.54
T20,CD-Trujillo,Chiclayo,P070,Climatizador evaporativo,Climatización,8,12.75,3,914.13,1269.63
T20,CD-Trujillo,Chiclayo,P071,Calefón a gas,Climatización,30,19.0,4,867.28,1204.56
T20,CD-Trujillo,Chiclayo,P072,Terma eléctrica,Climatización,28,16.75,3,1473.8,2046.94
T20,CD-Trujillo,Chiclayo,P073,Secadora de cabello Gama,Cuidado Personal,59,30.25,6,211.17,293.29
T20,CD-Trujillo,Chiclayo,P074,Plancha de cabello Babyliss,Cuidado Personal,79,47.75,10,344.28,478.17
T20,CD-Trujillo,Chiclayo,P075,Afeitadora Philips,Cuidado Personal,76,40.33,8,359.45,499.24
T20,CD-Trujillo,Chiclayo,P076,Cortadora de cabello Wahl,Cuidado Personal,20,41.67,8,545.37,757.46
T20,CD-Trujillo,Chiclayo,P077,Cepillo dental eléctrico,Cuidado Personal,70,48.17,10,534.62,742.53
T20,CD-Trujillo,Chiclayo,P078,Depiladora Braun,Cuidado Personal,47,29.5,6,386.95,537.43
T20,CD-Trujillo,Chiclayo,P079,Afeitadora Braun,Cuidado Personal,44,40.08,8,593.25,823.96
T20,CD-Trujillo,Chiclayo,P080,Espejo con luz LED,Cuidado Personal,44,36.75,7,548.46,761.75
T20,CD-Trujillo,Chiclayo,P081,Masajeador eléctrico,Cuidado Personal,76,37.08,7,244.56,339.66
T20,CD-Trujillo,Chiclayo,P082,Rizadora Conair,Cuidado Personal,77,35.67,7,598.89,831.79
T20,CD-Trujillo,Chiclayo,P083,Kit de manicura,Cuidado Personal,72,29.67,6,115.68,160.67
T20,CD-Trujillo,Chiclayo,P084,Balanza digital,Cuidado Personal,3,46.0,9,464.58,645.25
T20,CD-Trujillo,Chiclayo,P085,Cable HDMI 2m,Accesorios,81,43.67,9,521.11,723.77
T20,CD-Trujillo,Chiclayo,P086,Cable USB-C,Accesorios,45,39.92,8,361.76,502.44
T20,CD-Trujillo,Chiclayo,P087,Mouse inalámbrico,Accesorios,3,24.92,5,325.0,451.39
T20,CD-Trujillo,Chiclayo,P088,Teclado inalámbrico,Accesorios,57,53.58,11,627.49,871.52
T20,CD-Trujillo,Chiclayo,P089,Audífonos con micrófono,Accesorios,46,42.75,9,628.68,873.16
T20,CD-Trujillo,Chiclayo,P090,Soporte para TV,Accesorios,9,48.17,10,554.98,770.8
T20,CD-Trujillo,Chiclayo,P091,Regulador de voltaje,Accesorios,62,37.33,7,340.49,472.9
T20,CD-Trujillo,Chiclayo,P092,Estabilizador,Accesorios,32,35.83,7,95.56,132.72
T20,CD-Trujillo,Chiclayo,P093,UPS 1000VA,Accesorios,42,40.5,8,214.92,298.5
T20,CD-Trujillo,Chiclayo,P094,Hub USB multipuerto,Accesorios,55,47.25,9,351.87,488.71
T20,CD-Trujillo,Chiclayo,P095,Tarjeta SD 128GB,Accesorios,35,40.5,8,114.67,159.26
T20,CD-Trujillo,Chiclayo,P096,Memoria USB 64GB,Accesorios,48,46.58,9,498.95,692.99
T21,CD-Trujillo,Piura,P001,Refrigeradora LG 340L,Línea Blanca,16,11.92,2,1932.38,2683.86
T21,CD-Trujillo,Piura,P002,Refrigeradora Samsung 450L,Línea Blanca,12,10.25,2,2799.88,3888.72
T21,CD-Trujillo,Piura,P003,Refrigeradora Bosch 280L,Línea Blanca,20,10.83,2,2491.98,3461.09
T21,CD-Trujillo,Piura,P004,Lavadora LG 15kg,Línea Blanca,2,14.83,3,2478.23,3441.98
T21,CD-Trujillo,Piura,P005,Lavadora Samsung 18kg,Línea Blanca,19,12.0,2,1363.49,1893.74
T21,CD-Trujillo,Piura,P006,Lavadora Whirlpool 14kg,Línea Blanca,1,7.17,1,1461.59,2029.99
T21,CD-Trujillo,Piura,P007,Secadora Electrolux 10kg,Línea Blanca,1,14.08,3,3192.27,4433.71
T21,CD-Trujillo,Piura,P008,Cocina a gas Indurama 4H,Línea Blanca,0,13.25,3,3072.06,4266.75
T21,CD-Trujillo,Piura,P009,Cocina eléctrica Mabe 4H,Línea Blanca,11,13.08,3,2777.0,3856.95
T21,CD-Trujillo,Piura,P010,Campana extractora Bosch,Línea Blanca,20,11.5,2,3239.19,4498.87
T21,CD-Trujillo,Piura,P011,Horno empotrado Electrolux,Línea Blanca,8,10.92,2,2084.28,2894.84
T21,CD-Trujillo,Piura,P012,Lavaplatos Frigidaire,Línea Blanca,11,11.5,2,1045.34,1451.86
T21,CD-Trujillo,Piura,P013,Smart TV LG 55,TV y Audio,8,11.25,2,1672.78,2323.3
T21,CD-Trujillo,Piura,P014,Smart TV Samsung 65,TV y Audio,32,13.58,3,2188.5,3039.59
T21,CD-Trujillo,Piura,P015,Smart TV Sony 75,TV y Audio,26,11.17,2,1558.08,2164.0
T21,CD-Trujillo,Piura,P016,Smart TV TCL 50,TV y Audio,7,15.0,3,1950.9,2709.58
T21,CD-Trujillo,Piura,P017,TV OLED LG 65,TV y Audio,28,12.67,3,2946.51,4092.37
T21,CD-Trujillo,Piura,P018,Soundbar Samsung 5.1,TV y Audio,21,10.08,2,2536.65,3523.12
T21,CD-Trujillo,Piura,P019,Soundbar JBL 2.1,TV y Audio,21,11.92,2,2235.96,3105.5
T21,CD-Trujillo,Piura,P020,Home theater Sony,TV y Audio,8,14.75,3,922.78,1281.64
T21,CD-Trujillo,Piura,P021,Parlante Bluetooth JBL,TV y Audio,22,15.58,3,2553.01,3545.85
T21,CD-Trujillo,Piura,P022,Audífonos Sony WH-1000,TV y Audio,4,11.08,2,1727.78,2399.69
T21,CD-Trujillo,Piura,P023,Barra Bose 900,TV y Audio,2,12.08,2,1867.19,2593.32
T21,CD-Trujillo,Piura,P024,Receptor AV Yamaha,TV y Audio,18,15.08,3,1811.48,2515.95
T21,CD-Trujillo,Piura,P025,Licuadora Oster 700W,Pequeños Electrodomésticos,74,40.67,8,403.41,560.29
T21,CD-Trujillo,Piura,P026,Licuadora Philips 1000W,Pequeños Electrodomésticos,14,41.0,8,351.89,488.73
T21,CD-Trujillo,Piura,P027,Microondas LG 32L,Pequeños Electrodomésticos,27,44.25,9,126.35,175.49
T21,CD-Trujillo,Piura,P028,Microondas Panasonic 25L,Pequeños Electrodomésticos,62,26.42,5,356.55,495.21
T21,CD-Trujillo,Piura,P029,Hervidor eléctrico Bosch,Pequeños Electrodomésticos,82,45.92,9,500.49,695.12
T21,CD-Trujillo,Piura,P030,Cafetera DeLonghi,Pequeños Electrodomésticos,2,41.17,8,411.94,572.14
T21,CD-Trujillo,Piura,P031,Freidora de aire Philips,Pequeños Electrodomésticos,7,28.75,6,347.51,482.65
T21,CD-Trujillo,Piura,P032,Aspiradora Dyson V11,Pequeños Electrodomésticos,13,34.75,7,598.85,831.74
T21,CD-Trujillo,Piura,P033,Plancha a vapor Rowenta,Pequeños Electrodomésticos,102,42.33,8,210.3,292.09
T21,CD-Trujillo,Piura,P034,Batidora KitchenAid,Pequeños Electrodomésticos,35,36.67,7,305.55,424.37
T21,CD-Trujillo,Piura,P035,Tostadora Oster,Pequeños Electrodomésticos,72,41.08,8,604.45,839.51
T21,CD-Trujillo,Piura,P036,Purificador de agua,Pequeños Electrodomésticos,36,32.42,6,340.52,472.94
T21,CD-Trujillo,Piura,P037,Laptop HP 15,Cómputo,13,9.5,2,2094.74,2909.36
T21,CD-Trujillo,Piura,P038,Laptop Lenovo ThinkPad,Cómputo,20,12.42,2,924.29,1283.74
T21,CD-Trujillo,Piura,P039,Laptop Asus VivoBook,Cómputo,18,11.67,2,1397.47,1940.93
T21,CD-Trujillo,Piura,P040,Laptop Dell Inspiron,Cómputo,23,13.83,3,1170.5,1625.7
T21,CD-Trujillo,Piura,P041,Monitor LG 27,Cómputo,4,10.83,2,980.16,1361.33
T21,CD-Trujillo,Piura,P042,Monitor Samsung 24,Cómputo,34,15.25,3,2538.28,3525.39
T21,CD-Trujillo,Piura,P043,Monitor BenQ 32,Cómputo,1,10.42,2,2971.09,4126.52
T21,CD-Trujillo,Piura,P044,Impresora Epson EcoTank,Cómputo,28,12.75,3,1107.72,1538.5
T21,CD-Trujillo,Piura,P045,Impresora HP LaserJet,Cómputo,20,14.08,3,2342.61,3253.62
T21,CD-Trujillo,Piura,P046,All-in-one Dell,Cómputo,6,11.0,2,1980.81,2751.13
T21,CD-Trujillo,Piura,P047,Mini PC Intel NUC,Cómputo,14,13.0,3,2009.5,2790.97
T21,CD-Trujillo,Piura,P048,Teclado mecánico Logitech,Cómputo,2,14.08,3,1407.93,1955.46
T21,CD-Trujillo,Piura,P049,Smartphone iPhone 15,Celulares y Tablets,30,12.75,3,3238.6,4498.05
T21,CD-Trujillo,Piura,P050,Smartphone Samsung S24,Celulares y Tablets,21,8.42,2,2417.29,3357.35
T21,CD-Trujillo,Piura,P051,Smartphone Xiaomi Redmi,Celulares y Tablets,25,13.33,3,1879.13,2609.9
T21,CD-Trujillo,Piura,P052,Tablet iPad 10,Celulares y Tablets,1,15.0,3,1919.08,2665.39
T21,CD-Trujillo,Piura,P053,Tablet Samsung Galaxy Tab,Celulares y Tablets,21,11.17,2,3376.54,4689.64
T21,CD-Trujillo,Piura,P054,Smartwatch Apple Watch,Celulares y Tablets,22,13.17,3,3559.53,4943.79
T21,CD-Trujillo,Piura,P055,Smartwatch Samsung Galaxy,Celulares y Tablets,0,9.75,2,2160.56,3000.78
T21,CD-Trujillo,Piura,P056,Auriculares AirPods,Celulares y Tablets,25,11.75,2,2205.43,3063.1
T21,CD-Trujillo,Piura,P057,Cargador inalámbrico,Celulares y Tablets,23,11.17,2,2553.78,3546.92
T21,CD-Trujillo,Piura,P058,Funda protectora,Celulares y Tablets,1,8.17,2,1406.56,1953.56
T21,CD-Trujillo,Piura,P059,Power bank Anker,Celulares y Tablets,6,10.25,2,2965.77,4119.13
T21,CD-Trujillo,Piura,P060,Smartphone Motorola G84,Celulares y Tablets,4,11.92,2,2022.02,2808.36
T21,CD-Trujillo,Piura,P061,Aire acondicionado LG 12000BTU,Climatización,37,20.42,4,852.36,1183.84
T21,CD-Trujillo,Piura,P062,AC Samsung Inverter,Climatización,26,20.83,4,1421.77,1974.68
T21,CD-Trujillo,Piura,P063,AC Midea 9000BTU,Climatización,1,23.83,5,788.03,1094.48
T21,CD-Trujillo,Piura,P064,Ventilador de pie,Climatización,33,19.0,4,593.3,824.03
T21,CD-Trujillo,Piura,P065,Ventilador de techo,Climatización,36,20.83,4,557.73,774.62
T21,CD-Trujillo,Piura,P066,Calefactor eléctrico,Climatización,0,22.08,4,226.48,314.56
T21,CD-Trujillo,Piura,P067,Humidificador,Climatización,33,21.92,4,1100.52,1528.5
T21,CD-Trujillo,Piura,P068,Deshumidificador,Climatización,21,17.42,3,1018.57,1414.68
T21,CD-Trujillo,Piura,P069,Purificador de aire Xiaomi,Climatización,26,19.58,4,823.35,1143.54
T21,CD-Trujillo,Piura,P070,Climatizador evaporativo,Climatización,10,14.67,3,914.13,1269.63
T21,CD-Trujillo,Piura,P071,Calefón a gas,Climatización,32,25.0,5,867.28,1204.56
T21,CD-Trujillo,Piura,P072,Terma eléctrica,Climatización,37,19.75,4,1473.8,2046.94
T21,CD-Trujillo,Piura,P073,Secadora de cabello Gama,Cuidado Personal,35,31.0,6,211.17,293.29
T21,CD-Trujillo,Piura,P074,Plancha de cabello Babyliss,Cuidado Personal,14,37.42,7,344.28,478.17
T21,CD-Trujillo,Piura,P075,Afeitadora Philips,Cuidado Personal,88,42.5,8,359.45,499.24
T21,CD-Trujillo,Piura,P076,Cortadora de cabello Wahl,Cuidado Personal,68,40.08,8,545.37,757.46
T21,CD-Trujillo,Piura,P077,Cepillo dental eléctrico,Cuidado Personal,3,26.58,5,534.62,742.53
T21,CD-Trujillo,Piura,P078,Depiladora Braun,Cuidado Personal,36,40.75,8,386.95,537.43
T21,CD-Trujillo,Piura,P079,Afeitadora Braun,Cuidado Personal,22,26.33,5,593.25,823.96
T21,CD-Trujillo,Piura,P080,Espejo con luz LED,Cuidado Personal,62,41.67,8,548.46,761.75
T21,CD-Trujillo,Piura,P081,Masajeador eléctrico,Cuidado Personal,12,34.0,7,244.56,339.66
T21,CD-Trujillo,Piura,P082,Rizadora Conair,Cuidado Personal,71,52.92,11,598.89,831.79
T21,CD-Trujillo,Piura,P083,Kit de manicura,Cuidado Personal,1,35.67,7,115.68,160.67
T21,CD-Trujillo,Piura,P084,Balanza digital,Cuidado Personal,83,34.08,7,464.58,645.25
T21,CD-Trujillo,Piura,P085,Cable HDMI 2m,Accesorios,87,41.33,8,521.11,723.77
T21,CD-Trujillo,Piura,P086,Cable USB-C,Accesorios,19,40.75,8,361.76,502.44
T21,CD-Trujillo,Piura,P087,Mouse inalámbrico,Accesorios,53,35.42,7,325.0,451.39
T21,CD-Trujillo,Piura,P088,Teclado inalámbrico,Accesorios,59,36.0,7,627.49,871.52
T21,CD-Trujillo,Piura,P089,Audífonos con micrófono,Accesorios,81,36.75,7,628.68,873.16
T21,CD-Trujillo,Piura,P090,Soporte para TV,Accesorios,28,48.67,10,554.98,770.8
T21,CD-Trujillo,Piura,P091,Regulador de voltaje,Accesorios,43,25.58,5,340.49,472.9
T21,CD-Trujillo,Piura,P092,Estabilizador,Accesorios,83,36.17,7,95.56,132.72
T21,CD-Trujillo,Piura,P093,UPS 1000VA,Accesorios,42,37.17,7,214.92,298.5
T21,CD-Trujillo,Piura,P094,Hub USB multipuerto,Accesorios,21,41.42,8,351.87,488.71
T21,CD-Trujillo,Piura,P095,Tarjeta SD 128GB,Accesorios,92,45.92,9,114.67,159.26
T21,CD-Trujillo,Piura,P096,Memoria USB 64GB,Accesorios,0,46.92,9,498.95,692.99
T22,CD-Trujillo,Cajamarca,P001,Refrigeradora LG 340L,Línea Blanca,21,11.83,2,1932.38,2683.86
T22,CD-Trujillo,Cajamarca,P002,Refrigeradora Samsung 450L,Línea Blanca,29,14.58,3,2799.88,3888.72
T22,CD-Trujillo,Cajamarca,P003,Refrigeradora Bosch 280L,Línea Blanca,2,14.5,3,2491.98,3461.09
T22,CD-Trujillo,Cajamarca,P004,Lavadora LG 15kg,Línea Blanca,20,16.17,3,2478.23,3441.98
T22,CD-Trujillo,Cajamarca,P005,Lavadora Samsung 18kg,Línea Blanca,23,9.92,2,1363.49,1893.74
T22,CD-Trujillo,Cajamarca,P006,Lavadora Whirlpool 14kg,Línea Blanca,25,14.83,3,1461.59,2029.99
T22,CD-Trujillo,Cajamarca,P007,Secadora Electrolux 10kg,Línea Blanca,24,13.42,3,3192.27,4433.71
T22,CD-Trujillo,Cajamarca,P008,Cocina a gas Indurama 4H,Línea Blanca,11,14.33,3,3072.06,4266.75
T22,CD-Trujillo,Cajamarca,P009,Cocina eléctrica Mabe 4H,Línea Blanca,23,12.33,2,2777.0,3856.95
T22,CD-Trujillo,Cajamarca,P010,Campana extractora Bosch,Línea Blanca,3,17.33,3,3239.19,4498.87
T22,CD-Trujillo,Cajamarca,P011,Horno empotrado Electrolux,Línea Blanca,0,11.5,2,2084.28,2894.84
T22,CD-Trujillo,Cajamarca,P012,Lavaplatos Frigidaire,Línea Blanca,26,13.58,3,1045.34,1451.86
T22,CD-Trujillo,Cajamarca,P013,Smart TV LG 55,TV y Audio,11,6.33,1,1672.78,2323.3
T22,CD-Trujillo,Cajamarca,P014,Smart TV Samsung 65,TV y Audio,23,11.33,2,2188.5,3039.59
T22,CD-Trujillo,Cajamarca,P015,Smart TV Sony 75,TV y Audio,2,12.42,2,1558.08,2164.0
T22,CD-Trujillo,Cajamarca,P016,Smart TV TCL 50,TV y Audio,24,11.83,2,1950.9,2709.58
T22,CD-Trujillo,Cajamarca,P017,TV OLED LG 65,TV y Audio,4,8.92,2,2946.51,4092.37
T22,CD-Trujillo,Cajamarca,P018,Soundbar Samsung 5.1,TV y Audio,11,13.83,3,2536.65,3523.12
T22,CD-Trujillo,Cajamarca,P019,Soundbar JBL 2.1,TV y Audio,36,15.92,3,2235.96,3105.5
T22,CD-Trujillo,Cajamarca,P020,Home theater Sony,TV y Audio,4,14.17,3,922.78,1281.64
T22,CD-Trujillo,Cajamarca,P021,Parlante Bluetooth JBL,TV y Audio,25,10.25,2,2553.01,3545.85
T22,CD-Trujillo,Cajamarca,P022,Audífonos Sony WH-1000,TV y Audio,12,7.58,2,1727.78,2399.69
T22,CD-Trujillo,Cajamarca,P023,Barra Bose 900,TV y Audio,27,15.92,3,1867.19,2593.32
T22,CD-Trujillo,Cajamarca,P024,Receptor AV Yamaha,TV y Audio,6,11.83,2,1811.48,2515.95
T22,CD-Trujillo,Cajamarca,P025,Licuadora Oster 700W,Pequeños Electrodomésticos,59,40.67,8,403.41,560.29
T22,CD-Trujillo,Cajamarca,P026,Licuadora Philips 1000W,Pequeños Electrodomésticos,57,28.75,6,351.89,488.73
T22,CD-Trujillo,Cajamarca,P027,Microondas LG 32L,Pequeños Electrodomésticos,90,43.58,9,126.35,175.49
T22,CD-Trujillo,Cajamarca,P028,Microondas Panasonic 25L,Pequeños Electrodomésticos,29,48.5,10,356.55,495.21
T22,CD-Trujillo,Cajamarca,P029,Hervidor eléctrico Bosch,Pequeños Electrodomésticos,60,43.58,9,500.49,695.12
T22,CD-Trujillo,Cajamarca,P030,Cafetera DeLonghi,Pequeños Electrodomésticos,82,39.92,8,411.94,572.14
T22,CD-Trujillo,Cajamarca,P031,Freidora de aire Philips,Pequeños Electrodomésticos,59,37.75,8,347.51,482.65
T22,CD-Trujillo,Cajamarca,P032,Aspiradora Dyson V11,Pequeños Electrodomésticos,35,36.25,7,598.85,831.74
T22,CD-Trujillo,Cajamarca,P033,Plancha a vapor Rowenta,Pequeños Electrodomésticos,62,40.83,8,210.3,292.09
T22,CD-Trujillo,Cajamarca,P034,Batidora KitchenAid,Pequeños Electrodomésticos,85,48.08,10,305.55,424.37
T22,CD-Trujillo,Cajamarca,P035,Tostadora Oster,Pequeños Electrodomésticos,28,31.5,6,604.45,839.51
T22,CD-Trujillo,Cajamarca,P036,Purificador de agua,Pequeños Electrodomésticos,56,39.0,8,340.52,472.94
T22,CD-Trujillo,Cajamarca,P037,Laptop HP 15,Cómputo,14,12.58,3,2094.74,2909.36
T22,CD-Trujillo,Cajamarca,P038,Laptop Lenovo ThinkPad,Cómputo,15,14.25,3,924.29,1283.74
T22,CD-Trujillo,Cajamarca,P039,Laptop Asus VivoBook,Cómputo,22,13.58,3,1397.47,1940.93
T22,CD-Trujillo,Cajamarca,P040,Laptop Dell Inspiron,Cómputo,6,12.42,2,1170.5,1625.7
T22,CD-Trujillo,Cajamarca,P041,Monitor LG 27,Cómputo,31,12.42,2,980.16,1361.33
T22,CD-Trujillo,Cajamarca,P042,Monitor Samsung 24,Cómputo,3,13.08,3,2538.28,3525.39
T22,CD-Trujillo,Cajamarca,P043,Monitor BenQ 32,Cómputo,1,10.33,2,2971.09,4126.52
T22,CD-Trujillo,Cajamarca,P044,Impresora Epson EcoTank,Cómputo,14,13.58,3,1107.72,1538.5
T22,CD-Trujillo,Cajamarca,P045,Impresora HP LaserJet,Cómputo,16,10.58,2,2342.61,3253.62
T22,CD-Trujillo,Cajamarca,P046,All-in-one Dell,Cómputo,12,9.08,2,1980.81,2751.13
T22,CD-Trujillo,Cajamarca,P047,Mini PC Intel NUC,Cómputo,0,8.58,2,2009.5,2790.97
T22,CD-Trujillo,Cajamarca,P048,Teclado mecánico Logitech,Cómputo,25,12.92,3,1407.93,1955.46
T22,CD-Trujillo,Cajamarca,P049,Smartphone iPhone 15,Celulares y Tablets,7,12.92,3,3238.6,4498.05
T22,CD-Trujillo,Cajamarca,P050,Smartphone Samsung S24,Celulares y Tablets,5,11.0,2,2417.29,3357.35
T22,CD-Trujillo,Cajamarca,P051,Smartphone Xiaomi Redmi,Celulares y Tablets,14,11.0,2,1879.13,2609.9
T22,CD-Trujillo,Cajamarca,P052,Tablet iPad 10,Celulares y Tablets,3,8.42,2,1919.08,2665.39
T22,CD-Trujillo,Cajamarca,P053,Tablet Samsung Galaxy Tab,Celulares y Tablets,1,10.67,2,3376.54,4689.64
T22,CD-Trujillo,Cajamarca,P054,Smartwatch Apple Watch,Celulares y Tablets,26,10.92,2,3559.53,4943.79
T22,CD-Trujillo,Cajamarca,P055,Smartwatch Samsung Galaxy,Celulares y Tablets,26,13.17,3,2160.56,3000.78
T22,CD-Trujillo,Cajamarca,P056,Auriculares AirPods,Celulares y Tablets,23,10.83,2,2205.43,3063.1
T22,CD-Trujillo,Cajamarca,P057,Cargador inalámbrico,Celulares y Tablets,29,12.67,3,2553.78,3546.92
T22,CD-Trujillo,Cajamarca,P058,Funda protectora,Celulares y Tablets,12,12.92,3,1406.56,1953.56
T22,CD-Trujillo,Cajamarca,P059,Power bank Anker,Celulares y Tablets,10,10.42,2,2965.77,4119.13
